T [K],Cp [J kg^-1 K^-1],Cv [J kg^-1 K^-1],gamma,k [W m^-1 K^-1], mu [Pa s]
100.0,1254.8185754401522,958.0000383520942,1.3098314459346276,0.009281926549993684,5.276673889150076e-06
109.0909090909091,1276.0374588336097,979.2189217455515,1.3031176486652758,0.009856380896570949,5.020374847224191e-06
118.18181818181819,1297.2699876913575,1000.4514506032995,1.2966845986470092,0.010719499530898437,5.212127354726626e-06
127.27272727272728,1318.5590157964823,1021.7404787084241,1.2905028657211122,0.011671245080866331,5.5351905899672045e-06
136.36363636363637,1339.9215728731347,1043.1030357850764,1.2845534208081968,0.012361620178920873,5.481953563802775e-06
145.45454545454547,1361.302287143023,1064.4837500549647,1.278838016148891,0.01335082421497592,5.786586784143319e-06
154.54545454545456,1382.7646436813727,1085.9461065933144,1.273327134086974,0.014353297336665318,6.085516490164602e-06
163.63636363636363,1404.4413864970386,1107.6228494089805,1.2679779829807938,0.015365794520521378,6.380613811766658e-06
172.72727272727275,1426.4534091187961,1129.6348720307378,1.2627561740852329,0.01629890495067568,6.57489164584972e-06
181.8181818181818,1448.8966983420194,1152.0781612539608,1.257637499842017,0.017293158680238858,6.840438268145674e-06
190.90909090909093,1471.8765481099285,1175.05801102187,1.2525990498374928,0.018274738647214416,7.057993634071664e-06
200.0,1495.487121023383,1198.6685839353247,1.2476235225199441,0.01930387586404721,7.3459350545886664e-06
209.0909090909091,1519.7930606686157,1222.9745235805574,1.2427021424935731,0.020336281165896516,7.63996064994721e-06
218.1818181818182,1544.8392772143982,1248.02074012634,1.2378314138096862,0.021376830103638715,7.931525391837474e-06
227.27272727272728,1570.6544998547595,1273.8359627667014,1.233011585293435,0.02242991207780018,8.22076896590636e-06
236.36363636363637,1597.2524853519922,1300.433948263934,1.228245761720007,0.02349786808533218,8.507895227594832e-06
245.45454545454547,1624.6334168022906,1327.8148797142323,1.2235390954136156,0.02458132861035137,8.79290958950661e-06
254.54545454545456,1652.7854285930327,1355.9668915049745,1.2188980711458393,0.025680075847433856,9.075825912617028e-06
263.6363636363636,1681.6871736692408,1384.8686365811825,1.2143297416430865,0.026793928804882832,9.35679505557696e-06
272.72727272727275,1711.3067290166086,1414.4881919285501,1.209841650698666,0.027923326656648678,9.635967453950912e-06
281.81818181818187,1741.60661514788,1444.7880780598216,1.2054408820196318,0.02877424657012058,9.695741711074488e-06
290.90909090909093,1772.5709800712777,1475.7524429832195,1.2011303037303753,0.0299569788857561,9.976424708878749e-06
300.0,1804.1439718597064,1507.3254347716484,1.1969173545678438,0.031163854317320494,1.0269108714987007e-05
309.0909090909091,1836.2553851424416,1539.4368480543837,1.1928098170855088,0.032394067060358946,1.0560208769942627e-05
318.1818181818182,1868.8340339932058,1572.0154969051475,1.1888140019436257,0.033647417030185735,1.0849904937885708e-05
327.27272727272725,1901.8091715738724,1604.990634485814,1.1849347471009692,0.03492278232668735,1.1137648083373805e-05
336.3636363636364,1935.1116779814565,1638.2931408933987,1.1811754744490939,0.036219019005645184,1.1423140437163267e-05
345.4545454545455,1968.6749998520243,1671.856462763966,1.1775382897389102,0.037535453444701716,1.170683999720749e-05
354.54545454545456,2002.4358437866704,1705.6173066986119,1.1740241119284722,0.03887202135585206,1.1989347188509763e-05
363.6363636363637,2036.334642940374,1739.5161058523158,1.1706328191440487,0.0402289096926174,1.2270789093840342e-05
372.72727272727275,2070.3158295380017,1773.4972924499434,1.1673634001876751,0.041606012528918754,1.2550808589018162e-05
381.81818181818187,2104.327954085001,1807.5094169969425,1.1642141027299335,0.04300274672961665,1.2828983103178268e-05
390.90909090909093,2138.323694130609,1841.5051570425505,1.161182571741883,0.04441835391599614,1.310519114502166e-05
400.0,2172.2597920492913,1875.4412549612327,1.158265974102289,0.045852187484387553,1.33795830290682e-05
409.0909090909091,2206.0969535681897,1909.2784164801321,1.1554611074665895,0.04730356431590203,1.36522420551008e-05
418.1818181818182,2239.799728350916,1942.9811912628577,1.1527644932554075,0.04877173327289256,1.3923036198944873e-05
427.2727272727273,2273.3363867461567,1976.5178496580984,1.1501724546223564,0.05025654428773034,1.4191907874957883e-05
